Date,Date,Close,High,Low,Open,Volume
0,2023-07-14 20:00:00,107.484375,107.546875,107.4765625,107.53125,0
1,2023-07-16 22:00:00,107.5234375,107.53125,107.4609375,107.4765625,4650
2,2023-07-16 23:00:00,107.5234375,107.53125,107.515625,107.5234375,1990
3,2023-07-17 00:00:00,107.5625,107.5625,107.515625,107.515625,10089
4,2023-07-17 01:00:00,107.5703125,107.578125,107.5546875,107.5625,3099
5,2023-07-17 02:00:00,107.5859375,107.59375,107.5625,107.5703125,5913
6,2023-07-17 03:00:00,107.5703125,107.5859375,107.5625,107.578125,2641
7,2023-07-17 04:00:00,107.5703125,107.578125,107.5625,107.5703125,1343
8,2023-07-17 05:00:00,107.5625,107.5859375,107.5625,107.578125,4204
9,2023-07-17 06:00:00,107.609375,107.609375,107.5234375,107.5625,17080
10,2023-07-17 07:00:00,107.5625,107.625,107.5234375,107.6015625,22909
11,2023-07-17 08:00:00,107.6640625,107.7109375,107.5625,107.5625,31060
12,2023-07-17 09:00:00,107.75,107.7578125,107.6484375,107.6640625,22960
13,2023-07-17 10:00:00,107.734375,107.765625,107.7265625,107.75,17495
14,2023-07-17 11:00:00,107.703125,107.75,107.6953125,107.734375,20024
15,2023-07-17 12:00:00,107.65625,107.7734375,107.5703125,107.703125,102296
16,2023-07-17 13:00:00,107.546875,107.6796875,107.484375,107.65625,117607
17,2023-07-17 14:00:00,107.5703125,107.59375,107.5234375,107.5546875,58060
18,2023-07-17 15:00:00,107.6015625,107.6015625,107.515625,107.5703125,47709
19,2023-07-17 16:00:00,107.625,107.6328125,107.5625,107.59375,29497
20,2023-07-17 17:00:00,107.6484375,107.671875,107.609375,107.625,27611
21,2023-07-17 18:00:00,107.6953125,107.703125,107.640625,107.6484375,37272
22,2023-07-17 19:00:00,107.6328125,107.703125,107.6015625,107.6953125,54649
23,2023-07-17 20:00:00,107.6171875,107.6484375,107.6171875,107.6328125,0
24,2023-07-17 22:00:00,107.625,107.6484375,107.625,107.640625,1475
25,2023-07-17 23:00:00,107.6484375,107.65625,107.6171875,107.625,2162
26,2023-07-18 00:00:00,107.6796875,107.6953125,107.625,107.6484375,10188
27,2023-07-18 01:00:00,107.6875,107.703125,107.6640625,107.6875,6961
28,2023-07-18 02:00:00,107.6953125,107.7109375,107.6796875,107.6875,2087
29,2023-07-18 03:00:00,107.6953125,107.7109375,107.6875,107.6953125,2659
30,2023-07-18 04:00:00,107.7421875,107.7421875,107.6875,107.6953125,3149
31,2023-07-18 05:00:00,107.734375,107.75,107.71875,107.734375,5461
32,2023-07-18 06:00:00,107.8125,107.8125,107.703125,107.7265625,24629
33,2023-07-18 07:00:00,107.8984375,107.9375,107.7734375,107.8125,62601
34,2023-07-18 08:00:00,107.8671875,107.9296875,107.859375,107.8984375,28243
35,2023-07-18 09:00:00,107.890625,107.8984375,107.84375,107.875,17691
36,2023-07-18 10:00:00,107.8671875,107.8984375,107.8515625,107.8984375,15227
37,2023-07-18 11:00:00,107.8984375,107.9140625,107.84375,107.8671875,24040
38,2023-07-18 12:00:00,107.890625,108.078125,107.7421875,107.8984375,250260
39,2023-07-18 13:00:00,107.8671875,107.9453125,107.8046875,107.8828125,159987
40,2023-07-18 14:00:00,107.8984375,107.9375,107.8359375,107.8671875,92794
41,2023-07-18 15:00:00,107.7890625,107.921875,107.765625,107.890625,73544
42,2023-07-18 16:00:00,107.7109375,107.796875,107.6875,107.7890625,61933
43,2023-07-18 17:00:00,107.7109375,107.734375,107.6953125,107.703125,29361
44,2023-07-18 18:00:00,107.6953125,107.7109375,107.6484375,107.703125,42840
45,2023-07-18 19:00:00,107.6484375,107.6953125,107.625,107.6875,41076
46,2023-07-18 20:00:00,107.640625,107.6953125,107.6328125,107.6484375,0
47,2023-07-18 22:00:00,107.65625,107.6796875,107.6328125,107.6328125,3079
48,2023-07-18 23:00:00,107.6328125,107.6640625,107.6328125,107.65625,3327
49,2023-07-19 00:00:00,107.703125,107.7109375,107.6328125,107.6328125,8126
50,2023-07-19 01:00:00,107.703125,107.71875,107.6875,107.703125,3773
51,2023-07-19 02:00:00,107.734375,107.75,107.6953125,107.703125,6691
52,2023-07-19 03:00:00,107.7578125,107.78125,107.734375,107.7421875,8192
53,2023-07-19 04:00:00,107.734375,107.765625,107.7265625,107.765625,5835
54,2023-07-19 05:00:00,107.7578125,107.796875,107.7265625,107.7265625,15978
55,2023-07-19 06:00:00,107.921875,107.96875,107.7578125,107.7578125,78261
56,2023-07-19 07:00:00,107.8359375,108.0078125,107.8359375,107.921875,44232
57,2023-07-19 08:00:00,107.8515625,107.890625,107.828125,107.84375,22855
58,2023-07-19 09:00:00,107.8125,107.8671875,107.796875,107.8515625,27871
