Date,Close,High,Low,Open,Volume
2025-05-14 22:00:00,7.207499980926514,7.207499980926514,7.207499980926514,7.207499980926514,0
2025-05-15 01:30:00,7.214900016784668,7.2153000831604,7.210000038146973,7.210000038146973,0
2025-05-15 02:00:00,7.2154998779296875,7.217100143432617,7.215099811553955,7.215400218963623,0
2025-05-15 02:30:00,7.214000225067139,7.21560001373291,7.213799953460693,7.21560001373291,0
2025-05-15 03:00:00,7.20959997177124,7.213900089263916,7.20959997177124,7.213900089263916,0
2025-05-15 03:30:00,7.210100173950195,7.210299968719482,7.2093000411987305,7.209799766540527,0
2025-05-15 04:00:00,7.20989990234375,7.210599899291992,7.20959997177124,7.210100173950195,0
2025-05-15 04:30:00,7.210899829864502,7.210899829864502,7.210100173950195,7.210400104522705,0
2025-05-15 05:00:00,7.210700035095215,7.210899829864502,7.210000038146973,7.210899829864502,0
2025-05-15 05:30:00,7.210999965667725,7.211699962615967,7.209400177001953,7.210700035095215,0
2025-05-15 06:00:00,7.204400062561035,7.210400104522705,7.20389986038208,7.209499835968018,0
2025-05-15 06:30:00,7.206500053405762,7.206999778747559,7.204899787902832,7.204899787902832,0
2025-05-15 07:00:00,7.2104997634887695,7.211100101470947,7.206200122833252,7.206500053405762,0
2025-05-15 07:30:00,7.210000038146973,7.2104997634887695,7.208799839019775,7.210299968719482,0
2025-05-15 08:00:00,7.212200164794922,7.212200164794922,7.209799766540527,7.209799766540527,0
2025-05-15 08:30:00,7.210700035095215,7.212299823760986,7.209700107574463,7.212299823760986,0
2025-05-15 09:00:00,7.210299968719482,7.21120023727417,7.209700107574463,7.210000038146973,0
2025-05-15 09:30:00,7.209199905395508,7.2108001708984375,7.208799839019775,7.2108001708984375,0
2025-05-15 10:00:00,7.207799911499023,7.209700107574463,7.207699775695801,7.209199905395508,0
2025-05-15 10:30:00,7.207799911499023,7.207799911499023,7.207699775695801,7.207699775695801,0
2025-05-15 11:00:00,7.209499835968018,7.209499835968018,7.207799911499023,7.207799911499023,0
2025-05-15 11:30:00,7.20959997177124,7.20959997177124,7.209499835968018,7.209499835968018,0
2025-05-15 12:00:00,7.2104997634887695,7.2104997634887695,7.2104997634887695,7.2104997634887695,0
2025-05-15 12:30:00,7.206099987030029,7.2104997634887695,7.206099987030029,7.2104997634887695,0
2025-05-15 13:30:00,7.205999851226807,7.206099987030029,7.205999851226807,7.206099987030029,0
2025-05-15 14:00:00,7.206299781799316,7.206299781799316,7.205999851226807,7.206099987030029,0
