Date,Close,Open,High,Low,Change_pct
27/08/2025,1,973,2,004,2,009,1,967,-1,42%
26/08/2025,2,002,2,028,2,028,1,992,-2,07%
25/08/2025,2,044,2,037,2,061,2,022,1,76%
22/08/2025,2,009,2,046,2,051,2,009,-1,65%
21/08/2025,2,042,2,005,2,052,1,996,2,00%
20/08/2025,2,002,2,037,2,042,1,998,-1,45%
19/08/2025,2,032,2,042,2,052,2,029,-0,66%
18/08/2025,2,045,2,061,2,067,2,026,-0,15%
15/08/2025,2,048,2,008,2,050,2,003,2,00%
14/08/2025,2,008,2,003,2,016,1,979,0,53%
13/08/2025,1,998,2,043,2,043,1,992,-2,02%
12/08/2025,2,039,2,024,2,057,2,020,0,38%
11/08/2025,2,031,2,013,2,041,2,005,0,54%
08/08/2025,2,020,1,990,2,030,1,984,1,92%
07/08/2025,1,982,1,980,1,995,1,963,0,37%
06/08/2025,1,975,1,976,1,983,1,962,0,61%
05/08/2025,1,963,1,960,1,985,1,949,-0,03%
04/08/2025,1,963,1,991,2,005,1,957,-1,24%
01/08/2025,1,988,2,034,2,046,1,953,-1,88%
31/07/2025,2,026,2,033,2,046,2,010,0,15%
30/07/2025,2,023,1,996,2,029,1,993,1,15%
29/07/2025,2,000,1,989,2,008,1,984,0,76%
28/07/2025,1,985,2,032,2,032,1,975,-1,59%
25/07/2025,2,017,2,014,2,055,2,003,1,26%
24/07/2025,1,992,1,945,1,996,1,934,6,13%
23/07/2025,1,877,1,891,1,912,1,872,0,21%
22/07/2025,1,873,1,900,1,906,1,872,-1,06%
21/07/2025,1,893,1,931,1,931,1,889,-2,62%
18/07/2025,1,944,1,939,1,970,1,939,0,52%
17/07/2025,1,934,1,942,1,949,1,923,0,68%
16/07/2025,1,921,1,957,1,972,1,918,-2,34%
15/07/2025,1,967,1,972,1,974,1,940,-0,56%
14/07/2025,1,978,1,986,1,990,1,961,-0,85%
11/07/2025,1,995,1,964,2,006,1,956,0,91%
10/07/2025,1,977,1,949,1,985,1,939,1,38%
09/07/2025,1,950,1,964,1,972,1,943,-0,51%
08/07/2025,1,960,1,937,1,977,1,931,1,55%
07/07/2025,1,930,1,894,1,935,1,884,1,82%
04/07/2025,1,895,1,904,1,908,1,881,-1,07%
03/07/2025,1,916,1,952,1,954,1,908,-1,54%
02/07/2025,1,946,1,924,1,956,1,924,1,43%
01/07/2025,1,918,1,928,1,937,1,896,-0,83%
30/06/2025,1,934,1,937,1,947,1,920,-0,39%
27/06/2025,1,942,1,915,1,953,1,902,2,37%
26/06/2025,1,897,1,917,1,918,1,888,-1,30%
25/06/2025,1,922,1,927,1,943,1,889,0,39%
24/06/2025,1,914,1,911,1,938,1,889,0,74%
23/06/2025,1,901,1,929,1,960,1,903,-0,58%
20/06/2025,1,911,1,916,1,934,1,890,0,18%
