Price,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Date,,,,,
2023-07-21 00:00:00,15586.75,15587.25,15554.5,15580.5,6321
2023-07-21 01:00:00,15591.0,15600.0,15571.0,15586.0,5315
2023-07-21 02:00:00,15605.5,15609.5,15590.5,15591.5,4337
2023-07-21 03:00:00,15603.25,15611.5,15597.75,15606.0,3053
2023-07-21 04:00:00,15600.0,15607.75,15596.0,15602.75,2284
2023-07-21 05:00:00,15605.75,15605.75,15590.25,15600.25,2505
2023-07-21 06:00:00,15618.75,15621.75,15593.25,15605.25,4512
2023-07-21 07:00:00,15629.25,15641.0,15611.5,15618.25,8399
2023-07-21 08:00:00,15654.5,15665.0,15623.0,15629.5,8857
2023-07-21 09:00:00,15646.75,15656.5,15629.0,15654.0,6546
2023-07-21 10:00:00,15671.5,15673.25,15643.75,15646.75,7069
2023-07-21 11:00:00,15648.25,15676.75,15645.75,15671.5,8618
2023-07-21 12:00:00,15697.75,15699.5,15647.25,15648.0,17792
2023-07-21 13:00:00,15622.0,15719.25,15621.25,15697.25,103932
2023-07-21 14:00:00,15582.25,15648.0,15549.0,15622.0,125658
2023-07-21 15:00:00,15609.25,15642.5,15574.25,15582.75,82867
2023-07-21 16:00:00,15577.75,15616.0,15555.0,15609.5,59362
2023-07-21 17:00:00,15647.75,15654.5,15573.5,15578.0,59495
2023-07-21 18:00:00,15575.5,15650.25,15572.5,15647.75,54720
2023-07-21 19:00:00,15537.5,15578.25,15522.25,15575.75,98124
2023-07-21 20:00:00,15555.0,15556.5,15537.5,15537.5,17271
2023-07-23 22:00:00,15546.75,15571.0,15543.75,15556.0,3698
2023-07-23 23:00:00,15549.75,15552.0,15540.0,15546.75,2855
2023-07-24 00:00:00,15556.0,15565.0,15539.5,15549.0,4183
2023-07-24 01:00:00,15545.25,15560.0,15532.5,15556.5,5179
2023-07-24 02:00:00,15556.75,15569.25,15543.0,15545.75,4138
2023-07-24 03:00:00,15546.25,15559.0,15543.25,15556.25,2372
2023-07-24 04:00:00,15550.0,15551.5,15535.5,15546.5,2633
2023-07-24 05:00:00,15543.0,15555.75,15533.5,15550.25,3124
2023-07-24 06:00:00,15537.0,15553.75,15527.0,15543.75,5115
2023-07-24 07:00:00,15585.75,15591.25,15536.25,15536.5,11343
2023-07-24 08:00:00,15572.0,15594.0,15570.5,15587.0,6834
2023-07-24 09:00:00,15582.75,15594.25,15571.5,15572.0,4930
2023-07-24 10:00:00,15574.5,15587.5,15573.25,15582.5,4697
2023-07-24 11:00:00,15580.5,15589.5,15563.5,15575.0,6864
2023-07-24 12:00:00,15573.0,15586.25,15562.5,15580.25,8802
2023-07-24 13:00:00,15506.25,15618.75,15483.75,15573.0,104221
2023-07-24 14:00:00,15563.25,15593.75,15497.75,15505.75,100033
2023-07-24 15:00:00,15562.25,15593.5,15518.75,15563.25,72560
2023-07-24 16:00:00,15550.25,15575.25,15533.25,15562.5,50249
2023-07-24 17:00:00,15584.25,15591.25,15537.5,15550.25,37982
2023-07-24 18:00:00,15564.5,15597.75,15539.25,15584.75,39926
2023-07-24 19:00:00,15564.0,15573.75,15525.25,15564.75,58353
2023-07-24 20:00:00,15569.0,15575.0,15559.25,15563.75,12776
2023-07-24 22:00:00,15563.25,15570.75,15560.0,15570.0,0
2023-07-24 23:00:00,15567.25,15572.75,15557.75,15563.0,1511
2023-07-25 00:00:00,15554.25,15572.25,15549.25,15567.5,3193
2023-07-25 01:00:00,15557.75,15564.0,15550.0,15553.5,3632
2023-07-25 02:00:00,15556.75,15562.0,15552.75,15558.25,1989
2023-07-25 03:00:00,15562.0,15563.0,15553.25,15556.75,1561
2023-07-25 04:00:00,15556.5,15564.25,15555.25,15562.0,1510
2023-07-25 05:00:00,15564.25,15565.0,15555.0,15556.75,2655
2023-07-25 06:00:00,15587.5,15590.0,15558.25,15564.5,4483
2023-07-25 07:00:00,15589.75,15594.25,15577.75,15587.75,6797
2023-07-25 08:00:00,15621.25,15629.25,15585.75,15589.25,9029
2023-07-25 09:00:00,15620.5,15627.5,15615.25,15620.5,4870
2023-07-25 10:00:00,15604.0,15623.5,15592.25,15620.75,7109
2023-07-25 11:00:00,15616.75,15618.0,15603.0,15603.5,6609
2023-07-25 12:00:00,15605.5,15625.0,15602.25,15617.0,8937
2023-07-25 13:00:00,15663.0,15669.75,15581.25,15605.25,84094
2023-07-25 14:00:00,15613.75,15672.25,15604.0,15663.0,89487
2023-07-25 15:00:00,15669.25,15686.0,15612.25,15613.75,60848
2023-07-25 16:00:00,15695.75,15697.0,15654.25,15669.25,43022
2023-07-25 17:00:00,15690.5,15709.25,15682.0,15696.0,40208
2023-07-25 18:00:00,15688.25,15736.25,15684.25,15690.25,48265
2023-07-25 19:00:00,15669.25,15719.75,15667.75,15688.5,65779
2023-07-25 20:00:00,15727.0,15731.0,15610.25,15668.5,45398
2023-07-25 22:00:00,15644.25,15739.25,15620.0,15730.25,0
2023-07-25 23:00:00,15637.5,15647.0,15627.75,15644.5,3981
2023-07-26 00:00:00,15634.75,15642.75,15631.5,15638.0,2747
2023-07-26 01:00:00,15642.25,15644.25,15630.0,15635.0,4213
2023-07-26 02:00:00,15643.5,15647.5,15635.25,15641.25,2792
2023-07-26 03:00:00,15653.0,15661.0,15642.75,15643.75,3507
2023-07-26 04:00:00,15648.5,15659.75,15647.0,15651.75,2411
2023-07-26 05:00:00,15644.0,15650.0,15640.0,15648.5,3545
2023-07-26 06:00:00,15664.75,15668.75,15640.5,15643.5,3500
2023-07-26 07:00:00,15662.0,15677.0,15656.25,15664.25,5368
2023-07-26 08:00:00,15644.0,15665.75,15640.25,15662.75,6082
2023-07-26 09:00:00,15644.75,15652.75,15633.0,15643.75,5750
2023-07-26 10:00:00,15627.75,15649.75,15620.0,15646.0,6734
2023-07-26 11:00:00,15628.75,15647.0,15620.5,15627.5,9321
2023-07-26 12:00:00,15614.5,15641.0,15606.25,15629.0,15194
2023-07-26 13:00:00,15626.0,15639.25,15566.0,15614.5,92298
2023-07-26 14:00:00,15537.5,15633.75,15532.0,15625.5,88262
2023-07-26 15:00:00,15586.0,15597.0,15515.0,15538.0,67571
2023-07-26 16:00:00,15551.5,15598.5,15541.0,15586.0,38370
2023-07-26 17:00:00,15557.5,15566.0,15543.5,15551.5,23885
2023-07-26 18:00:00,15632.25,15684.5,15534.75,15556.75,126799
2023-07-26 19:00:00,15613.0,15646.25,15519.75,15632.0,115880
2023-07-26 20:00:00,15625.0,15710.5,15608.5,15613.25,31121
2023-07-26 22:00:00,15644.5,15648.75,15631.5,15638.75,0
2023-07-26 23:00:00,15653.75,15656.0,15643.0,15644.25,1854
2023-07-27 00:00:00,15670.75,15672.0,15639.25,15653.75,4277
2023-07-27 01:00:00,15690.5,15693.0,15670.5,15671.0,5557
2023-07-27 02:00:00,15699.0,15707.0,15687.75,15690.5,5570
2023-07-27 03:00:00,15699.5,15707.75,15690.25,15698.75,3415
2023-07-27 04:00:00,15710.75,15725.25,15700.5,15700.5,5874
2023-07-27 05:00:00,15713.0,15716.75,15698.25,15711.0,4070
2023-07-27 06:00:00,15715.0,15734.75,15710.0,15713.5,6556
2023-07-27 07:00:00,15762.5,15776.25,15712.0,15714.5,11868
2023-07-27 08:00:00,15802.25,15805.25,15761.75,15762.25,11537
2023-07-27 09:00:00,15799.5,15809.5,15784.25,15802.0,8150
2023-07-27 10:00:00,15798.75,15807.25,15790.5,15799.5,5710
2023-07-27 11:00:00,15815.25,15818.0,15790.5,15798.5,10058
2023-07-27 12:00:00,15820.0,15844.5,15808.0,15815.5,26067
2023-07-27 13:00:00,15871.0,15904.0,15815.75,15820.5,102684
2023-07-27 14:00:00,15773.0,15884.5,15765.5,15870.5,137954
2023-07-27 15:00:00,15790.75,15842.0,15771.0,15773.25,77915
2023-07-27 16:00:00,15833.5,15856.75,15788.5,15791.0,56333
2023-07-27 17:00:00,15723.5,15847.0,15703.75,15834.0,103381
2023-07-27 18:00:00,15549.25,15735.75,15548.5,15724.25,115063
2023-07-27 19:00:00,15565.5,15617.25,15511.25,15549.5,107794
2023-07-27 20:00:00,15584.25,15597.0,15560.5,15565.75,16232
2023-07-27 22:00:00,15590.5,15593.0,15568.25,15580.0,0
2023-07-27 23:00:00,15587.0,15596.0,15578.75,15590.75,2959
2023-07-28 00:00:00,15611.75,15616.25,15584.0,15587.0,5314
2023-07-28 01:00:00,15613.5,15622.25,15598.5,15612.0,4774
2023-07-28 02:00:00,15617.25,15619.75,15605.25,15613.5,3699
2023-07-28 03:00:00,15616.25,15671.5,15580.0,15617.75,16804
2023-07-28 04:00:00,15615.75,15621.0,15546.25,15612.25,14962
2023-07-28 05:00:00,15646.5,15652.25,15615.75,15615.75,6612
2023-07-28 06:00:00,15635.0,15653.75,15615.5,15645.25,6827
2023-07-28 07:00:00,15671.75,15700.75,15630.25,15634.75,13134
2023-07-28 08:00:00,15669.0,15686.5,15650.75,15671.0,7504
2023-07-28 09:00:00,15696.0,15699.0,15658.75,15669.0,6386
2023-07-28 10:00:00,15697.0,15708.5,15677.75,15696.25,7062
2023-07-28 11:00:00,15715.0,15718.5,15685.0,15696.5,9888
2023-07-28 12:00:00,15742.75,15750.0,15711.5,15714.5,24191
2023-07-28 13:00:00,15788.75,15819.75,15715.75,15742.25,103832
2023-07-28 14:00:00,15816.25,15837.75,15782.25,15788.75,101611
2023-07-28 15:00:00,15894.75,15895.75,15816.25,15816.75,70591
2023-07-28 16:00:00,15855.25,15896.0,15847.5,15894.75,51136
2023-07-28 17:00:00,15834.5,15855.5,15774.5,15855.5,71544
2023-07-28 18:00:00,15865.25,15881.75,15823.5,15834.75,55584
2023-07-28 19:00:00,15849.75,15879.75,15830.0,15865.5,71291
2023-07-28 20:00:00,15847.25,15851.0,15833.5,15849.75,14352
2023-07-30 22:00:00,15901.5,15917.0,15841.0,15850.0,9070
2023-07-30 23:00:00,15887.5,15904.5,15883.75,15902.0,4244
2023-07-31 00:00:00,15854.5,15888.5,15849.25,15887.0,8167
2023-07-31 01:00:00,15824.75,15862.5,15820.5,15853.75,10810
2023-07-31 02:00:00,15818.25,15832.5,15809.75,15823.25,6647
2023-07-31 03:00:00,15807.75,15818.25,15795.75,15818.25,5411
2023-07-31 04:00:00,15804.5,15812.0,15791.5,15806.75,3954
2023-07-31 05:00:00,15821.25,15829.25,15797.0,15805.0,4626
2023-07-31 06:00:00,15824.75,15844.0,15815.0,15822.0,5000
2023-07-31 07:00:00,15821.25,15837.25,15807.0,15824.25,6607
2023-07-31 08:00:00,15856.5,15859.25,15821.25,15822.0,6816
2023-07-31 09:00:00,15839.0,15863.25,15833.25,15856.0,5165
2023-07-31 10:00:00,15850.75,15852.0,15833.25,15839.5,3927
2023-07-31 11:00:00,15873.25,15873.75,15848.75,15850.25,6693
2023-07-31 12:00:00,15885.75,15895.25,15863.0,15873.0,12089
2023-07-31 13:00:00,15828.0,15905.0,15805.25,15886.0,98342
2023-07-31 14:00:00,15860.5,15874.0,15807.25,15827.5,75917
