Date,Close,High,Low,Open,Volume
2025-05-15 13:30:00,85.65499877929688,85.83499908447266,85.5199966430664,85.63999938964844,12037265
2025-05-15 14:00:00,85.58000183105469,85.75,85.49500274658203,85.65499877929688,2633591
2025-05-15 14:30:00,85.80000305175781,85.83999633789062,85.4800033569336,85.57499694824219,2342338
2025-05-15 15:00:00,85.99500274658203,86.05000305175781,85.75,85.80000305175781,4674343
2025-05-15 15:30:00,86.02989959716797,86.02999877929688,85.87100219726562,85.99569702148438,3169104
2025-05-15 16:00:00,86.24500274658203,86.24800109863281,86.02410125732422,86.02749633789062,3185998
2025-05-15 16:30:00,86.2699966430664,86.27999877929688,86.16000366210938,86.23999786376953,1719796
2025-05-15 17:00:00,86.19000244140625,86.31999969482422,86.18000030517578,86.2699966430664,1334007
2025-05-15 17:30:00,86.0999984741211,86.19499969482422,86.05999755859375,86.18000030517578,1509754
2025-05-15 18:00:00,86.04000091552734,86.16500091552734,86.03500366210938,86.10459899902344,2012362
2025-05-15 18:30:00,86.0250015258789,86.11000061035156,86.0,86.04000091552734,2445798
2025-05-15 19:00:00,86.09500122070312,86.12000274658203,85.98999786376953,86.0250015258789,2178046
2025-05-15 19:30:00,86.08999633789062,86.12000274658203,86.05000305175781,86.09500122070312,5995664
2025-05-16 13:30:00,86.80000305175781,86.88999938964844,86.72000122070312,86.86029815673828,7603593
2025-05-16 14:00:00,86.56500244140625,86.87000274658203,86.55470275878906,86.80999755859375,2808645
2025-05-16 14:30:00,86.30999755859375,86.56999969482422,86.19499969482422,86.56500244140625,3210338
2025-05-16 15:00:00,86.40499877929688,86.45999908447266,86.30000305175781,86.31500244140625,2224136
2025-05-16 15:30:00,86.29000091552734,86.40499877929688,86.20999908447266,86.39070129394531,1391199
2025-05-16 16:00:00,86.44499969482422,86.48999786376953,86.27999877929688,86.27999877929688,3400549
2025-05-16 16:30:00,86.34500122070312,86.45500183105469,86.25499725341797,86.44499969482422,1000627
2025-05-16 17:00:00,86.30500030517578,86.35900115966797,86.26499938964844,86.3499984741211,855949
2025-05-16 17:30:00,86.36499786376953,86.37000274658203,86.29000091552734,86.30000305175781,718152
2025-05-16 18:00:00,86.33580017089844,86.37519836425781,86.27010345458984,86.36540222167969,607881
2025-05-16 18:30:00,86.36000061035156,86.38999938964844,86.30999755859375,86.33499908447266,829572
2025-05-16 19:00:00,86.4000015258789,86.47000122070312,86.3499984741211,86.36000061035156,1173719
