Date,Date,Close,High,Low,Open,Volume
0,2023-07-17 13:30:00,192.9199981689453,193.27999877929688,191.13999938964844,191.33999633789062,6497473
1,2023-07-17 14:30:00,193.2899932861328,193.4600067138672,192.6199951171875,192.9199981689453,2477011
2,2023-07-17 15:30:00,193.85000610351562,194.19500732421875,193.1300048828125,193.2899932861328,3153443
3,2023-07-17 16:30:00,194.1199951171875,194.16000366210938,193.80050659179688,193.85000610351562,1596916
4,2023-07-17 17:30:00,194.22999572753906,194.36000061035156,194.03500366210938,194.1282958984375,1426524
5,2023-07-17 18:30:00,193.91000366210938,194.22999572753906,193.80999755859375,194.22000122070312,2593974
6,2023-07-17 19:30:00,193.60499572753906,194.01499938964844,193.50999450683594,193.86000061035156,4166041
7,2023-07-18 13:30:00,196.0399932861328,196.38999938964844,193.49000549316406,193.6999969482422,6811163
8,2023-07-18 14:30:00,195.96600341796875,196.10499572753906,195.36000061035156,196.0500030517578,3768680
9,2023-07-18 15:30:00,195.47000122070312,195.9600067138672,195.1300048828125,195.9600067138672,3658491
10,2023-07-18 16:30:00,195.55999755859375,195.6300048828125,195.24000549316406,195.4600067138672,2434199
11,2023-07-18 17:30:00,195.83160400390625,195.86500549316406,195.22000122070312,195.57000732421875,2002324
12,2023-07-18 18:30:00,196.04100036621094,196.1300048828125,195.6199951171875,195.83999633789062,2369860
13,2023-07-18 19:30:00,196.0500030517578,196.19000244140625,195.75999450683594,196.0399932861328,5647811
14,2023-07-19 13:30:00,197.0850067138672,197.66000366210938,196.44000244140625,196.6999969482422,6687119
15,2023-07-19 14:30:00,196.9499969482422,197.17999267578125,196.25999450683594,197.09959411621094,4107745
16,2023-07-19 15:30:00,196.48989868164062,197.2480010986328,196.4600067138672,196.9499969482422,2137152
17,2023-07-19 16:30:00,196.49000549316406,196.72000122070312,195.9300994873047,196.48989868164062,2398514
18,2023-07-19 17:30:00,196.38999938964844,196.52999877929688,196.11000061035156,196.47999572753906,2261484
19,2023-07-19 18:30:00,196.85499572753906,197.0050048828125,196.36000061035156,196.39999389648438,2327776
20,2023-07-19 19:30:00,196.77000427246094,197.0500030517578,196.50999450683594,196.85499572753906,2724315
21,2023-07-20 13:30:00,194.67999267578125,196.86000061035156,194.48500061035156,196.3800048828125,6839738
22,2023-07-20 14:30:00,195.07000732421875,195.375,194.26499938964844,194.64999389648438,4149094
23,2023-07-20 15:30:00,195.05999755859375,195.66000366210938,194.82000732421875,195.07000732421875,4558166
24,2023-07-20 16:30:00,194.875,195.19500732421875,194.59300231933594,195.0500030517578,1369798
25,2023-07-20 17:30:00,194.55999755859375,195.08999633789062,194.55999755859375,194.8699951171875,1693156
26,2023-07-20 18:30:00,194.8206024169922,195.25,194.5449981689453,194.55999755859375,3438638
27,2023-07-20 19:30:00,195.11000061035156,195.25999450683594,194.82550048828125,194.8300018310547,3321638
28,2023-07-21 13:30:00,194.63999938964844,196.6199951171875,194.4600067138672,196.38999938964844,5943722
29,2023-07-21 14:30:00,195.3699951171875,195.4600067138672,194.52000427246094,194.63999938964844,4441797
30,2023-07-21 15:30:00,194.99000549316406,195.6300048828125,194.96499633789062,195.3699951171875,4922213
31,2023-07-21 16:30:00,195.0399932861328,195.125,194.4199981689453,194.99000549316406,2959727
32,2023-07-21 17:30:00,194.6999969482422,195.3300018310547,194.65499877929688,195.0399932861328,1735124
33,2023-07-21 18:30:00,194.48500061035156,194.97999572753906,194.09010314941406,194.6999969482422,2942941
34,2023-07-21 19:30:00,194.41000366210938,194.5800018310547,194.27999877929688,194.49000549316406,3048004
35,2023-07-24 13:30:00,194.47999572753906,196.2550048828125,194.11000061035156,194.55999755859375,5559277
36,2023-07-24 14:30:00,194.7100067138672,194.75,193.99000549316406,194.47999572753906,0
37,2023-07-24 15:30:00,194.9600067138672,195.3000030517578,194.4499969482422,194.6999969482422,9764134
38,2023-07-24 16:30:00,195.19500732421875,195.27000427246094,194.7899932861328,194.97000122070312,1222267
39,2023-07-24 17:30:00,195.11000061035156,195.3249969482422,194.9600067138672,195.19000244140625,1011840
40,2023-07-24 18:30:00,194.57000732421875,195.11000061035156,194.5399932861328,195.11000061035156,2089473
41,2023-07-24 19:30:00,194.92999267578125,195.11000061035156,194.5299072265625,194.57000732421875,1835822
42,2023-07-25 13:30:00,195.74000549316406,196.0800018310547,194.4199981689453,194.739501953125,4439337
43,2023-07-25 14:30:00,195.63400268554688,196.00999450683594,195.2100067138672,195.72999572753906,2047621
44,2023-07-25 15:30:00,195.39999389648438,195.72999572753906,195.2100067138672,195.64999389648438,1588150
45,2023-07-25 16:30:00,195.67999267578125,195.77000427246094,195.33999633789062,195.39999389648438,1519242
46,2023-07-25 17:30:00,196.05499267578125,196.05499267578125,195.64999389648438,195.69000244140625,839690
47,2023-07-25 18:30:00,195.40499877929688,196.2100067138672,195.22000122070312,196.05499267578125,2900741
48,2023-07-25 19:30:00,194.97000122070312,195.40499877929688,194.85499572753906,195.40499877929688,4023019
49,2023-07-26 13:30:00,196.22000122070312,196.6699981689453,194.7100067138672,194.77000427246094,4975533
50,2023-07-26 14:30:00,195.6699981689453,196.32000732421875,195.3699951171875,196.20750427246094,2543548
51,2023-07-26 15:30:00,196.02999877929688,196.10000610351562,195.64999389648438,195.65499877929688,1108096
52,2023-07-26 16:30:00,195.83999633789062,196.23899841308594,195.7617950439453,196.02000427246094,1126297
53,2023-07-26 17:30:00,195.77999877929688,195.9600067138672,195.38999938964844,195.8300018310547,1849610
54,2023-07-26 18:30:00,196.30999755859375,197.16000366210938,195.63999938964844,195.77999877929688,4876646
55,2023-07-26 19:30:00,196.47999572753906,196.75,196.10000610351562,196.31500244140625,3076416
56,2023-07-27 13:30:00,196.3000030517578,197.89999389648438,196.1999969482422,197.6300048828125,7479243
57,2023-07-27 14:30:00,196.15249633789062,197.00010681152344,195.8000030517578,196.30999755859375,3409639
58,2023-07-27 15:30:00,196.39999389648438,196.47999572753906,195.66000366210938,196.14999389648438,2479166
59,2023-07-27 16:30:00,195.44000244140625,196.64999389648438,195.4199981689453,196.38999938964844,2397536
60,2023-07-27 17:30:00,194.3800048828125,195.5,194.3800048828125,195.44000244140625,4114582
61,2023-07-27 18:30:00,193.72000122070312,194.5399932861328,193.5299072265625,194.3800048828125,4443649
62,2023-07-27 19:30:00,193.9199981689453,194.03500366210938,193.17999267578125,193.72000122070312,5050982
63,2023-07-28 13:30:00,196.27499389648438,196.9499969482422,195.5,196.02000427246094,6181376
64,2023-07-28 14:30:00,196.52999877929688,196.6999969482422,195.99000549316406,196.30999755859375,2284136
65,2023-07-28 15:30:00,196.6999969482422,196.75,196.2899932861328,196.5399932861328,1718013
66,2023-07-28 16:30:00,196.30999755859375,196.91990661621094,196.27999877929688,196.75999450683594,1809993
67,2023-07-28 17:30:00,196.60000610351562,196.64999389648438,195.7050018310547,196.30499267578125,2035342
68,2023-07-28 18:30:00,196.4499969482422,196.77000427246094,196.4199981689453,196.60499572753906,1835280
69,2023-07-28 19:30:00,196.44000244140625,196.6649932861328,196.38999938964844,196.5399932861328,2624120
70,2023-07-31 13:30:00,198.19000244140625,198.55999755859375,196.9149932861328,196.92999267578125,5211090
71,2023-07-31 14:30:00,198.19500732421875,198.33999633789062,197.64500427246094,198.1999969482422,3043971
72,2023-07-31 15:30:00,198.20750427246094,198.36500549316406,197.9499969482422,198.1999969482422,2004558
73,2023-07-31 16:30:00,198.0,198.22000122070312,197.52000427246094,198.1999969482422,2250551
74,2023-07-31 17:30:00,198.2050018310547,198.37010192871094,197.97999572753906,197.99000549316406,1531240
75,2023-07-31 18:30:00,198.32000732421875,198.39999389648438,198.11000061035156,198.2100067138672,2489658
76,2023-07-31 19:30:00,198.6999969482422,198.75,198.02999877929688,198.32000732421875,4759082
77,2023-08-01 13:30:00,195.94000244140625,197.72000122070312,195.86000061035156,197.42999267578125,10094700
78,2023-08-01 14:30:00,196.58999633789062,196.6999969482422,195.77999877929688,195.94000244140625,4126184
79,2023-08-01 15:30:00,196.55999755859375,196.94000244140625,196.4499969482422,196.58999633789062,4925305
80,2023-08-01 16:30:00,197.2200927734375,197.3000030517578,196.47999572753906,196.55999755859375,1710619
