Price,Close,High,Low,Open,Volume
Ticker,XLI,XLI,XLI,XLI,XLI
Date,,,,,
2023-07-14 19:30:00,108.5999984741211,108.62999725341797,108.44999694824219,108.56999969482422,0
2023-07-17 13:30:00,108.80000305175781,108.98999786376953,108.16999816894531,108.41999816894531,1264673
2023-07-17 14:30:00,109.06999969482422,109.06999969482422,108.58999633789062,108.80500030517578,715712
2023-07-17 15:30:00,109.08499908447266,109.19999694824219,109.0,109.05999755859375,936722
2023-07-17 16:30:00,109.18499755859375,109.20500183105469,109.04000091552734,109.08999633789062,540469
2023-07-17 17:30:00,109.16500091552734,109.2750015258789,109.08999633789062,109.19000244140625,431921
2023-07-17 18:30:00,109.2750015258789,109.37999725341797,109.05500030517578,109.16500091552734,1002518
2023-07-17 19:30:00,109.01000213623047,109.2699966430664,108.9800033569336,109.2699966430664,1486838
2023-07-18 13:30:00,109.7699966430664,109.84500122070312,109.0199966430664,109.06999969482422,1910613
2023-07-18 14:30:00,109.91000366210938,110.0,109.68499755859375,109.77999877929688,1086548
2023-07-18 15:30:00,109.37999725341797,109.91500091552734,109.30999755859375,109.91500091552734,1199721
2023-07-18 16:30:00,109.30999755859375,109.48999786376953,109.29000091552734,109.37999725341797,1232527
2023-07-18 17:30:00,109.37000274658203,109.37000274658203,109.13999938964844,109.30999755859375,512459
2023-07-18 18:30:00,109.55500030517578,109.625,109.19499969482422,109.37000274658203,830943
2023-07-18 19:30:00,109.6500015258789,109.68000030517578,109.47000122070312,109.55500030517578,1239226
2023-07-19 13:30:00,109.6500015258789,109.9000015258789,109.33999633789062,109.37000274658203,1912428
2023-07-19 14:30:00,109.17500305175781,109.69000244140625,108.93000030517578,109.6500015258789,1300255
2023-07-19 15:30:00,109.30000305175781,109.33000183105469,109.05999755859375,109.19000244140625,1447231
2023-07-19 16:30:00,109.44000244140625,109.51000213623047,109.0999984741211,109.30000305175781,640052
2023-07-19 17:30:00,109.38999938964844,109.5,109.2300033569336,109.44000244140625,909002
2023-07-19 18:30:00,109.50499725341797,109.54499816894531,109.37999725341797,109.38999938964844,1044444
2023-07-19 19:30:00,109.58999633789062,109.70500183105469,109.44999694824219,109.50499725341797,1086551
2023-07-20 13:30:00,109.69999694824219,109.93000030517578,109.37000274658203,109.76000213623047,1814905
2023-07-20 14:30:00,110.0999984741211,110.19999694824219,109.66999816894531,109.69999694824219,2563334
2023-07-20 15:30:00,110.19999694824219,110.34500122070312,110.05000305175781,110.0999984741211,1329382
2023-07-20 16:30:00,110.12000274658203,110.20999908447266,109.98999786376953,110.19999694824219,932975
2023-07-20 17:30:00,109.87999725341797,110.12000274658203,109.86499786376953,110.12000274658203,846466
2023-07-20 18:30:00,109.99500274658203,110.16500091552734,109.86499786376953,109.87000274658203,1377629
2023-07-20 19:30:00,110.05000305175781,110.08999633789062,109.86499786376953,109.99500274658203,1529257
2023-07-21 13:30:00,109.7699966430664,110.19000244140625,109.58000183105469,109.94999694824219,2603217
2023-07-21 14:30:00,109.91000366210938,110.05000305175781,109.73999786376953,109.76499938964844,831839
2023-07-21 15:30:00,109.83000183105469,110.05000305175781,109.83000183105469,109.91000366210938,536876
2023-07-21 16:30:00,109.83000183105469,109.94499969482422,109.68000030517578,109.83000183105469,595497
2023-07-21 17:30:00,109.70999908447266,109.93000030517578,109.66500091552734,109.83309936523438,433849
2023-07-21 18:30:00,109.75,109.88999938964844,109.63500213623047,109.70999908447266,884433
